categoria,product_name,proteins_100g,fat_100g,carbohydrates_100g,energy-kcal_100g,nutriscore_grade
potatoes,Crousti express,3,11,27,227,a
potatoes,Pommes de terre minute,,,,,unknown
potatoes,Patatas paja,6.9,34,51,545,d
potatoes,Puré original natural,,,,,a
potatoes,Pommes de terre grenaille,2.9,6,21,153,b
potatoes,Pommes de terre à la Sarladaise,2.7,12.3,21.2,211,c
potatoes,Pommes Rissolées,2.2,3.6,20.3,125,b
potatoes,Pomme de terre salardaise,2.4,12,20,183,c
potatoes,Pommes de terre,1.4,0.5,13,62,b
potatoes,Pommes rissolées XL en cubes,2.4,3.4,20.4,127,b
potatoes,Potatoes Nature,2.3,4.4,21,147,c
potatoes,Pommes de terre grenaille,2,4.6,17,139,c
potatoes,Pommes de terre en cubes,2,0.3,15.8,75,a
potatoes,Pommes Rissolées,2.2,2.8,21.9,128,a
potatoes,Pom'Potatoes paprika 600g,2.3,3.9,20.1,131,b
potatoes,Pommes de terre coupees a l'ancienn,2.7,3.3,22,132,a
potatoes,Les pommes de terre rissolées,2.5,2.9,24,136,a
potatoes,Rissolees À La Graisse De Canard,2.8,12,19,203,c
potatoes,Kartoffeln festkochend,1.86,0.7,17.9,80,b
potatoes,Pommes de terre noisettes 350g,2.8,7.5,26,187,c
potatoes,NEW POTATOES,1.5,0.1,15.1,66,a
potatoes,Pommes de terre en rondelles,2,0.22,15.8,75,a
potatoes,Pommes de terre salade vapeur,2.05,0.09,17.49,77,b
potatoes,Princesse Amandine,2,0.22,15.8,75,a
potatoes,Hashbrown Potatoes,6.25,0,81.25,375,e
potatoes,Pommes rissolées,2.3,4.2,24,148,b
potatoes,Patatas corte grueso tradicional,2.1,2.4,20,116,b
potatoes,Pomme de terre en lamelles,1.8,0.3,16.2,76,a
potatoes,Herzoginkartoffeln,2.7,8.7,25.8,198,c
potatoes,Sweet Potatoes,1.1,0.3,21.3,97,c
potatoes,Rosmarinkartoffeln,1.6,2,14,84,unknown
potatoes,Russet Potatoes,2.02702702702703,0,17.5675675675676,74.3243243243243,unknown
potatoes,12 Potato Waffles,3.04347826086957,9.3495652173913,30.4347826086957,219.565217391304,c
potatoes,Pommes de terre Grenaille,1.7,0.2,15.4,74,a
potatoes,Pommes de terre rissolées 450g,2.2,3.3,19,120,b
potatoes,Pomme de terre Grenaille,,,,,b
potatoes,Patata para microondas,1.7,0.1,15.7,70,a
potatoes,Pommes de terre Raclette Minute,2.05,0.09,17.49,77,b
potatoes,Ready Baked Jacket Potato,2.4,0.5,21.7,107,a
potatoes,"Grönsakskaka, 600gr",2.6666666666667,10.666666666667,14.666666666667,173.33333333333,d
potatoes,Pommes de terre grenailles 450g,2.2,4.5,16,116,c
potatoes,Pommes de terre de consommation,,,,,unknown
potatoes,Pommes de terre vapeur raclette gratin rissolees,,,,,unknown
potatoes,Pommes de terre sarladaises aux cèpes,2.5,11.1,18.6,187,c
potatoes,Pommes de terre rouge chair ferme,2,0,19,80,b
potatoes,Pommes de terre,2.1,0.5,14,67,a
potatoes,Knusper Kartoffeltaschen,3,8,23,182,c
potatoes,Pommes de terre,1.4,0,13,62,b
potatoes,Pommes de terre façon Rôtissoire,2.4,7,23,168,c
potatoes,Jackets Slow Baked,2,0.5,18,64,b
potatoes,"Pommes de terre four, purée, potage",,,,,unknown
potatoes,Speisefrühkartoffeln vorwiegend festkochend,1.88,0.3,15.9,76.4,a
potatoes,pomme de terre épluchée,1.9,0.5,11,68,a
potatoes,Pommes de terre four puree potage,,,,,b
potatoes,Patatas bravas,2.2,9.7,16,164,c
potatoes,Patatas cocidas,1.2,0.5,12,57,c
potatoes,Pommes De Terre Cubes,1.4,0.5,13,58,a
potatoes,Reibekuchen,1.6,0.1,16,75,c
potatoes,Pommes de terre entière sans peau,1.1,0.9,16,78,a
potatoes,Les pommes de terre rissolées,2.5,2.9,24,136,a
potatoes,Pommes rissolées,2.3,4.2,24,146,b
potatoes,Pommes de terre,2.6,5.7,24.6,161,unknown
potatoes,Ces pommes de terres rémunèrent au juste prix leurs producteurs,,,,,b
potatoes,Pommes de terre vapeur raclette gratin rissolees,,,,,unknown
potatoes,Kartoffel Wedges,2.4,3.5,20,126,b
potatoes,Pommes rissolées imparfaites,,,,,unknown
potatoes,,2,3.6,17,111,c
potatoes,Pommes de Terre,1.4,0.3,15,66,a
potatoes,Pommes de terre,1,0.1,18,77,b
potatoes,"Rosmarinkartoffeln // 0 kg Kart.frisch oben / 0,0 kg frisch Keller",2.7,1.3,14,88,c
potatoes,Pommes de terre Grenaille MICRO-ONDABLES,1.88,0.3,15.9,76.4,a
potatoes,Spicy Potato Wedges,2.7,3.2,22.4,92,a
vegetable,Pringles Original,5.9,31,56,477.333333333333,d
vegetable,Carottes rapees citron dnp 320g,1,4.5,5.5,73,a
vegetable,Aubergines cuisinées à la Provençal,1.2,5.2,6.7,83,a
vegetable,Concentré de tomates Aicha,1.24324324324324,0.108108108108108,6.40540540540541,31.6216216216216,a
vegetable,Aicha Tomato Paste,4.6,0.4,23.7,117,c
vegetable,Tomates Cerises,,,,,a
vegetable,Chopped Tomatoes,1.3,0.2,4,26,b
vegetable,Courgettes à la Provençale 1/2,1.7,2.5,7.3,63,a
vegetable,Carottes rapees citron dnp 500g,1,4.5,5.5,14.6,a
vegetable,Haricots Verts extra-fins 1/2,1.4,0.1,2.3,20,a
vegetable,Carottes râpées à la ciboulette,1.1,5.2,5.6,79,a
vegetable,Mes Carottes râpées à la ciboulette,1.1,5.2,5.6,79,a
vegetable,Tomates cerises allongées,,,,,a
vegetable,Haricots Verts extra-fins 1/4,1.4,0.1,2.3,20,a
vegetable,Curry de pois chiches aux épices douces d'aucy 380g,3.5,3.5,9.3,89,b
vegetable,Peeled Tomatoes in tomato juice,1.3,0.4,4.1,29,b
vegetable,Cornichons aigres-doux Recette Paysanne,0.9,0.2,4.9,30,c
vegetable,Ketchup,1.2,0.5,22,102,d
vegetable,Carottes râpées au jus de citron de sicile,0.9,7.3,4.7,94,a
vegetable,Poêlée Paysanne 750g,1.7,2.7,7.4,44.6666666666667,a
vegetable,Polpa Tomates concassées fines,1.2,0.2,3.9,26,a
vegetable,Haricots Verts extra-fins 4/4,1.4,0.1,2.3,20,a
vegetable,Maille Cornichons Extra-Fins L'Original Bocal 380g,,,,,a
vegetable,Tomater Hakkede Økologisk 400g Mutti,1.2,0.2,3.9,25,a
vegetable,Poêlée Parisienne 750g,2.5,4.3,9.1,91,b
vegetable,Solis,1.2,3.6,8.6,68,a
vegetable,Petits Pois & Carottes,3.6,0.7,7.6,59,a
vegetable,Passierte Tomaten,1.6,0.5,5.1,36,a
vegetable,Bouillon Légumes,,,,,a
vegetable,Petits Pois 1/4,5,0.9,9.1,75,a
vegetable,Poivrons cuisinés piment Espelette,1.5,3.2,8.2,70,a
vegetable,Rata & Quinoa,1.9,5.7,8.7,99,c
vegetable,Carottes rapees citron,1,4.5,5.5,73,a
vegetable,Томаты Протёртые,1.6,0.5,5.1,36,c
vegetable,Courgettes à la Provençale 1/4,1.8,3.4,5.5,62,a
vegetable,Tomates cerises allongées,0.3796,0.1224,1.402,8,a
vegetable,Amora Croq'Vert Cornichons Extra-Fins aux Épices & Aromates 210g,1.2,0.5,0.5,22,c
vegetable,Coulis de tomate bio,0.9,0,3,40,a
vegetable,"Coleslaw, choux blanc et carottes",0.9,7.7,7.9,109,b
vegetable,La Poêlée Champêtre 950g,2.6,0.4,5.5,45,a
vegetable,White Asparagus,1.7,0.2,1.6,18,a
vegetable,Concombre fromage blc 320g,1,7.5,3,86,c
vegetable,Poêlée de légumes à la provencale,1.3,4.3,4,63,a
vegetable,Petits Pois 1/2,5,0.9,9.1,75,b
vegetable,Concassé de tomate au jus,1.3,0,4,24,a
vegetable,Poêlée lég & céréales - Butternut,3.9,3.4,9.1,89,b
vegetable,Carottes râpées au jus de citron,0.9,4,6.3,71,a
vegetable,Mes Carottes râpées à la Ciboulette,1.1,5.2,5.6,79,a
vegetable,Tomate triturado,0.8,0,5.5,23,a
vegetable,Tomatenpuree,4.7,0.5,15.7,97,a
vegetable,Haricots verts Plats à la Provençal,1.5,1.7,5.9,53,a
vegetable,Polpa Rustica di Pomodoro,1.2,0.2,3.9,25,a
vegetable,Légumes à la mexicaine,4.5,3.4,9.6,96,a
vegetable,Haricots verts extra-fins coupés,2.1,0,4.4,34,a
vegetable,Chair de tomates,1.5,0,4.9,33,a
vegetable,Poêlée cuisinée à la forestière,2,5.1,11,101.777777777778,b
vegetable,Haricots verts extra-fins,1.4,0,1.8,18,unknown
vegetable,Aubergines cuisinées à la Provençale,1.2,5.2,6.7,83,a
vegetable,Kimchi,1.1,0.4,1,15,c
vegetable,Poêlée du marché,2.7,2.2,4.2,54,a
vegetable,Légumes à la basquaise,1.1,6,4.3,80,a
vegetable,Petits Pois et Carottes 4/4,3.6,0.7,7.6,59,a
vegetable,Carottes,1.2,3.8,4.7,72,a
vegetable,Cornichons Extra-fins aux 5 épices et aromates,1.2,1,0.7,16,b
vegetable,Haricot verts,1.6,0.1,1.5,20,a
vegetable,Coeurs d'artichauts,1.4,0,4,27,a
vegetable,Tomates pelées bio,1.2,0.3,4.6,20,a
vegetable,Tomates cerises allongées,,,,,a
vegetable,Carottes,1.2,3.8,4.7,77,a
vegetable,Coleslaw Chou blanc et carottes,0.9,8.5,6.3,110,c
vegetable,Polpa,1.2,0.2,3.9,12.3809523809524,a
vegetable,Betterave moutarde 320g,1.5,1,7.5,51,a
vegetable,Tomates pelées entières au jus,1.2,0.5,3,23,a
vegetable,Sun-Dried Tomatoes with sea salt,7,0.7,20,138,unknown
vegetable,Aubergines cuisinées à la provençale d'aucy 380g,1.1,4.6,5.1,72,a
vegetable,Purée de tomate,1.2,0,3.5,23,a
vegetable,Double Concentré de Tomates,3.9,0.6,15.9,84,a
vegetable,Haricots rouges - 1/2,6.8,0.7,12,94.1,b
vegetable,Ratatouille A la provençale,1.2,4.3,5,70,a
vegetable,Petits pois à l'étuvée extra fins,4,0.6,8,62,a
vegetable,Fondue de poireaux,0.9,4.1,3.4,58,a
vegetable,Poêlée de légumes grilles,1.6,2.1,5.3,51,a
vegetable,Haricots verts extra fins 4/4,1.3,0.5,2.3,24,a
vegetable,Wok de légumes et nouilles à l'Asiatique,3.4,2.6,17,108,b
vegetable,eingelegte Paprika,1.5,0.5,5.4,33,a
vegetable,Geschälte Tomaten,1.2,2.2,6.7,22,a
vegetable,Tomate pelées,1.1,0.5,3.6,22,a
vegetable,RIZ,7.7,2.6,74,375,unknown
vegetable,Maille Cornichons Fins Bocal 300g,0.6,0.5,2,13,c
vegetable,Tomates cerises mélangées,,,,,a
vegetable,Courgettes cuisinées à la provençale d'aucy 380g,1.4,5.5,4.9,79,a
vegetable,cœurs de palmiers,2.4,0.1,2.9,27,a
vegetable,Ratatouille à la provençale,1.2,4.1,5.7,69,a
vegetable,Courgettes à la Provençale 4/4,1.8,3.4,5.5,62,a
vegetable,Gnocchis De Légumineuses,5.5,3.3,12,107.313575525813,b
vegetable,Bio passierte Tomaten,1.7,0.05,5.6,33,a
vegetable,Haricots verts extra fins rangés d'aucy 440g,,,,,a
vegetable,Pepinillos/ Pepinos agridulces grandes,1,0.1,5.6,33,c
vegetable,Epinards SRP 750G,2.5,0.4,1.5,24,a
vegetable,Mentos Pure Fresh,0,0,73,181,not-applicable
